
2026-09-11T16:25:56.195182 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=fcb9d4ca-abe0-553e-ba9d-e807f4a7ab8f [HybridRetriever]

2026-09-11T16:25:56.195291 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=d4214016-702d-5425-bb1e-df57f39de1aa [HybridRetriever]

2026-09-11T16:25:56.195391 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=3c68809b-5398-5b49-b5f4-d771f48025ea [HybridRetriever]

2026-09-11T16:25:56.195486 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=b131823d-2c98-5cf3-9a31-68c1c927b237 [HybridRetriever]

2026-09-11T16:25:56.195866 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=d11d47f7-ff52-50a3-8005-3a6c5b853b47 [HybridRetriever]

2026-09-11T16:25:56.255753 [info     ] Neighborhood retrieval (1-hop): 66 nodes and 555 edges in 0.04s [cognee.shared.logging_utils]

2026-09-11T16:25:56.303108 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=60ce7be9-0cfd-538e-a660-2cdda2241845 [HybridRetriever]

2026-09-11T16:25:56.303355 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=e75cbe09-67bd-5671-af2b-05aed61e813f [HybridRetriever]

2026-09-11T16:25:56.303456 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=08205d52-8ba2-55c5-9a7d-ca47bce985a4 [HybridRetriever]

2026-09-11T16:25:56.303540 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=fa2d7249-387a-5bd8-a6e6-dde40dd6fc20 [HybridRetriever]

2026-09-11T16:25:56.303646 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=cabeab60-3b87-5bdc-9675-c72bbf0bd2ef [HybridRetriever]

2026-09-11T16:25:56.303733 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=0aebee72-4935-5d70-bf2d-e7ba12f94349 [HybridRetriever]

2026-09-11T16:25:56.303810 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=a0c8a95f-3dfb-5c8d-ab86-67868b2cbc3c [HybridRetriever]

2026-09-11T16:25:56.303963 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=b131823d-2c98-5cf3-9a31-68c1c927b237 [HybridRetriever]
[clean] flayers    quotes 0/0 ok, nouns 0/0 ok

2026-09-11T16:26:16.805164 [info     ] Neighborhood retrieval (1-hop): 205 nodes and 2078 edges in 0.10s [cognee.shared.logging_utils]

2026-09-11T16:26:16.831237 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=567a9568-d19c-56fc-b1a9-6b4f4e6507f0 [HybridRetriever]

2026-09-11T16:26:16.831512 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=225c3795-669f-5715-aa63-899e4ae9919c [HybridRetriever]

2026-09-11T16:26:16.831616 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=821f413a-8227-5a8b-81cc-54f168661e28 [HybridRetriever]

2026-09-11T16:26:16.831708 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=cbd3673d-af3d-52ca-829d-96b5c72bfedf [HybridRetriever]

2026-09-11T16:26:16.831960 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=3a55106c-d54b-5ef1-aaf8-169689964a9a [HybridRetriever]

2026-09-11T16:26:16.832059 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=5b4e6727-6f4a-5a8f-94be-0f186919be75 [HybridRetriever]

2026-09-11T16:26:16.832162 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=310b5510-6207-5de4-852a-8147ca999411 [HybridRetriever]

2026-09-11T16:26:16.832250 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=8890aaf6-d705-5a4b-b137-2acaf6a7376f [HybridRetriever]

2026-09-11T16:26:16.842270 [info     ] Neighborhood retrieval (1-hop): 63 nodes and 457 edges in 0.12s [cognee.shared.logging_utils]

2026-09-11T16:26:16.847927 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=60ce7be9-0cfd-538e-a660-2cdda2241845 [HybridRetriever]

2026-09-11T16:26:16.848087 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=e75cbe09-67bd-5671-af2b-05aed61e813f [HybridRetriever]

2026-09-11T16:26:16.848208 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=a0c8a95f-3dfb-5c8d-ab86-67868b2cbc3c [HybridRetriever]

2026-09-11T16:26:16.848304 [warning  ] DocumentChunk_text row has no paired TextSummary_text row: chunk_id=8890aaf6-d705-5a4b-b137-2acaf6a7376f [HybridRetriever]

